"Estado","Ano","Tipo","Mes","value"
"Colima","2008","Hombres","Jun",394
"Chiapas","2008","Hombres","Jun",17
"Chihuahua","2008","Hombres","Jun",28
"DistritoFederal","2008","Hombres","Jun",25
"Durango","2008","Hombres","Jun",424
"Guanajuato","2008","Hombres","Jun",1658
"Guerrero","2008","Hombres","Jun",1698
"Hidalgo","2008","Hombres","Jun",13
"Jalisco","2008","Hombres","Jun",2817
"Mexico","2008","Hombres","Jun",381
"Michoacan","2008","Hombres","Jun",1323
"Morelos","2008","Hombres","Jun",1541
"Nayarit","2008","Hombres","Jun",799
"NuevoLeon","2008","Hombres","Jun",12
"Oaxaca","2008","Hombres","Jun",235
"Puebla","2008","Hombres","Jun",691
"Queretaro","2008","Hombres","Jun",258
"QuintanaRoo","2008","Hombres","Jun",4
"SanLuisPotosi","2008","Hombres","Jun",21
"Sinaloa","2008","Hombres","Jun",352
"Sonora","2008","Hombres","Jun",241
"Tabasco","2008","Hombres","Jun",2
"Tamaulipas","2008","Hombres","Jun",12
"Tlaxcala","2008","Hombres","Jun",1
"Veracruz","2008","Hombres","Jun",5
"Yucatan","2008","Hombres","Jun",4
"Zacatecas","2008","Hombres","Jun",256
"Total","2008","Hombres","Jun",13367
"Aguascalientes","2009","Hombres","Jun",123
"BajaCalifornia","2009","Hombres","Jun",14
"BajaCaliforniaSur","2009","Hombres","Jun",8
"Campeche","2009","Hombres","Jun",1
"Coahuila","2009","Hombres","Jun",5
"Colima","2009","Hombres","Jun",537
"Chiapas","2009","Hombres","Jun",19
"Chihuahua","2009","Hombres","Jun",29
"DistritoFederal","2009","Hombres","Jun",30
"Durango","2009","Hombres","Jun",434
"Guanajuato","2009","Hombres","Jun",1539
"Guerrero","2009","Hombres","Jun",2688
"Hidalgo","2009","Hombres","Jun",11
"Jalisco","2009","Hombres","Jun",3495
"Mexico","2009","Hombres","Jun",574
"Michoacan","2009","Hombres","Jun",1873
"Morelos","2009","Hombres","Jun",1912
"Nayarit","2009","Hombres","Jun",1074
"NuevoLeon","2009","Hombres","Jun",13
"Oaxaca","2009","Hombres","Jun",270
"Puebla","2009","Hombres","Jun",765
"Queretaro","2009","Hombres","Jun",226
"QuintanaRoo","2009","Hombres","Jun",8
"SanLuisPotosi","2009","Hombres","Jun",13
"Sinaloa","2009","Hombres","Jun",441
"Sonora","2009","Hombres","Jun",350
"Tabasco","2009","Hombres","Jun",6
"Tamaulipas","2009","Hombres","Jun",20
"Tlaxcala","2009","Hombres","Jun",4
"Veracruz","2009","Hombres","Jun",13
"Yucatan","2009","Hombres","Jun",3
"Zacatecas","2009","Hombres","Jun",232
"Total","2009","Hombres","Jun",16730
"Aguascalientes","2010","Hombres","Jun",164
"BajaCalifornia","2010","Hombres","Jun",10
"BajaCaliforniaSur","2010","Hombres","Jun",5
"Campeche","2010","Hombres","Jun",4
"Coahuila","2010","Hombres","Jun",18
"Colima","2010","Hombres","Jun",593
"Chiapas","2010","Hombres","Jun",11
"Chihuahua","2010","Hombres","Jun",30
"DistritoFederal","2010","Hombres","Jun",26
"Durango","2010","Hombres","Jun",755
"Guanajuato","2010","Hombres","Jun",1949
"Guerrero","2010","Hombres","Jun",2866
"Hidalgo","2010","Hombres","Jun",11
"Jalisco","2010","Hombres","Jun",3578
"Mexico","2010","Hombres","Jun",606
"Michoacan","2010","Hombres","Jun",1931
"Morelos","2010","Hombres","Jun",2028
"Nayarit","2010","Hombres","Jun",942
"NuevoLeon","2010","Hombres","Jun",16
"Oaxaca","2010","Hombres","Jun",335
"Puebla","2010","Hombres","Jun",932
"Queretaro","2010","Hombres","Jun",382
"QuintanaRoo","2010","Hombres","Jun",9
"SanLuisPotosi","2010","Hombres","Jun",9
"Sinaloa","2010","Hombres","Jun",463
"Sonora","2010","Hombres","Jun",423
"Tabasco","2010","Hombres","Jun",3
"Tamaulipas","2010","Hombres","Jun",20
"Tlaxcala","2010","Hombres","Jun",2
"Veracruz","2010","Hombres","Jun",21
"Yucatan","2010","Hombres","Jun",0
"Zacatecas","2010","Hombres","Jun",314
"Total","2010","Hombres","Jun",18456
"Aguascalientes","2011","Hombres","Jun",122
"BajaCalifornia","2011","Hombres","Jun",7
"BajaCaliforniaSur","2011","Hombres","Jun",3
"Campeche","2011","Hombres","Jun",1
"Coahuila","2011","Hombres","Jun",16
"Colima","2011","Hombres","Jun",652
"Chiapas","2011","Hombres","Jun",9
"Chihuahua","2011","Hombres","Jun",25
"DistritoFederal","2011","Hombres","Jun",23
"Durango","2011","Hombres","Jun",692
"Guanajuato","2011","Hombres","Jun",1820
"Guerrero","2011","Hombres","Jun",2930
"Hidalgo","2011","Hombres","Jun",14
"Jalisco","2011","Hombres","Jun",3274
"Mexico","2011","Hombres","Jun",572
"Michoacan","2011","Hombres","Jun",1857
"Morelos","2011","Hombres","Jun",2156
"Nayarit","2011","Hombres","Jun",993
"NuevoLeon","2011","Hombres","Jun",16
"Oaxaca","2011","Hombres","Jun",264
"Puebla","2011","Hombres","Jun",818
"Queretaro","2011","Hombres","Jun",355
"QuintanaRoo","2011","Hombres","Jun",10
"SanLuisPotosi","2011","Hombres","Jun",13
"Sinaloa","2011","Hombres","Jun",452
"Sonora","2011","Hombres","Jun",464
"Tabasco","2011","Hombres","Jun",3
"Tamaulipas","2011","Hombres","Jun",19
"Tlaxcala","2011","Hombres","Jun",2
"Veracruz","2011","Hombres","Jun",9
"Yucatan","2011","Hombres","Jun",2
"Zacatecas","2011","Hombres","Jun",254
"Total","2011","Hombres","Jun",17847
"Aguascalientes","2012","Hombres","Jun",129
"BajaCalifornia","2012","Hombres","Jun",3
"BajaCaliforniaSur","2012","Hombres","Jun",11
"Campeche","2012","Hombres","Jun",4
"Coahuila","2012","Hombres","Jun",15
"Colima","2012","Hombres","Jun",635
"Chiapas","2012","Hombres","Jun",13
"Chihuahua","2012","Hombres","Jun",25
"DistritoFederal","2012","Hombres","Jun",20
"Durango","2012","Hombres","Jun",537
"Guanajuato","2012","Hombres","Jun",1816
"Guerrero","2012","Hombres","Jun",2430
"Hidalgo","2012","Hombres","Jun",13
"Jalisco","2012","Hombres","Jun",2812
"Mexico","2012","Hombres","Jun",423
"Michoacan","2012","Hombres","Jun",1499
"Morelos","2012","Hombres","Jun",1430
"Nayarit","2012","Hombres","Jun",983
"NuevoLeon","2012","Hombres","Jun",10
"Oaxaca","2012","Hombres","Jun",214
"Puebla","2012","Hombres","Jun",650
"Queretaro","2012","Hombres","Jun",290
"QuintanaRoo","2012","Hombres","Jun",3
"SanLuisPotosi","2012","Hombres","Jun",13
"Sinaloa","2012","Hombres","Jun",462
"Sonora","2012","Hombres","Jun",452
"Tabasco","2012","Hombres","Jun",1
"Tamaulipas","2012","Hombres","Jun",27
"Tlaxcala","2012","Hombres","Jun",3
"Veracruz","2012","Hombres","Jun",6
"Yucatan","2012","Hombres","Jun",2
"Zacatecas","2012","Hombres","Jun",226
"Total","2012","Hombres","Jun",15157
"Aguascalientes","2013","Hombres","Jun",90
"BajaCalifornia","2013","Hombres","Jun",9
"BajaCaliforniaSur","2013","Hombres","Jun",4
"Campeche","2013","Hombres","Jun",7
"Coahuila","2013","Hombres","Jun",18
"Colima","2013","Hombres","Jun",552
"Chiapas","2013","Hombres","Jun",8
"Chihuahua","2013","Hombres","Jun",18
"DistritoFederal","2013","Hombres","Jun",28
"Durango","2013","Hombres","Jun",667
"Guanajuato","2013","Hombres","Jun",1668
"Guerrero","2013","Hombres","Jun",2903
"Hidalgo","2013","Hombres","Jun",13
"Jalisco","2013","Hombres","Jun",2749
"Mexico","2013","Hombres","Jun",551
"Michoacan","2013","Hombres","Jun",1676
"Morelos","2013","Hombres","Jun",1689
"Nayarit","2013","Hombres","Jun",974
"NuevoLeon","2013","Hombres","Jun",16
"Oaxaca","2013","Hombres","Jun",234
"Puebla","2013","Hombres","Jun",544
"Queretaro","2013","Hombres","Jun",280
"QuintanaRoo","2013","Hombres","Jun",4
"SanLuisPotosi","2013","Hombres","Jun",15
"Sinaloa","2013","Hombres","Jun",375
"Sonora","2013","Hombres","Jun",432
"Tabasco","2013","Hombres","Jun",1
"Tamaulipas","2013","Hombres","Jun",28
"Tlaxcala","2013","Hombres","Jun",0
"Veracruz","2013","Hombres","Jun",3
"Yucatan","2013","Hombres","Jun",2
"Zacatecas","2013","Hombres","Jun",238
"Total","2013","Hombres","Jun",15796
"Aguascalientes","2003","Mujeres","Jun",72
"BajaCalifornia","2003","Mujeres","Jun",1
"BajaCaliforniaSur","2003","Mujeres","Jun",2
"Campeche","2003","Mujeres","Jun",0
"Coahuila","2003","Mujeres","Jun",5
"Colima","2003","Mujeres","Jun",388
"Chiapas","2003","Mujeres","Jun",9
"Chihuahua","2003","Mujeres","Jun",32
"DistritoFederal","2003","Mujeres","Jun",15
"Durango","2003","Mujeres","Jun",373
"Guanajuato","2003","Mujeres","Jun",1054
"Guerrero","2003","Mujeres","Jun",974
"Hidalgo","2003","Mujeres","Jun",17
"Jalisco","2003","Mujeres","Jun",2082
"Mexico","2003","Mujeres","Jun",273
"Michoacan","2003","Mujeres","Jun",1167
"Morelos","2003","Mujeres","Jun",1336
"Nayarit","2003","Mujeres","Jun",617
"NuevoLeon","2003","Mujeres","Jun",23
"Oaxaca","2003","Mujeres","Jun",181
"Puebla","2003","Mujeres","Jun",685
"Queretaro","2003","Mujeres","Jun",276
"QuintanaRoo","2003","Mujeres","Jun",5
"SanLuisPotosi","2003","Mujeres","Jun",15
"Sinaloa","2003","Mujeres","Jun",416
"Sonora","2003","Mujeres","Jun",1068
"Tabasco","2003","Mujeres","Jun",0
"Tamaulipas","2003","Mujeres","Jun",19
"Tlaxcala","2003","Mujeres","Jun",0
"Veracruz","2003","Mujeres","Jun",19
"Yucatan","2003","Mujeres","Jun",5
"Zacatecas","2003","Mujeres","Jun",177
"Total","2003","Mujeres","Jun",11306
"Aguascalientes","2004","Mujeres","Jun",75
"BajaCalifornia","2004","Mujeres","Jun",8
"BajaCaliforniaSur","2004","Mujeres","Jun",9
"Campeche","2004","Mujeres","Jun",0
"Coahuila","2004","Mujeres","Jun",13
"Colima","2004","Mujeres","Jun",549
"Chiapas","2004","Mujeres","Jun",8
"Chihuahua","2004","Mujeres","Jun",38
"DistritoFederal","2004","Mujeres","Jun",25
"Durango","2004","Mujeres","Jun",423
"Guanajuato","2004","Mujeres","Jun",1357
"Guerrero","2004","Mujeres","Jun",1592
"Hidalgo","2004","Mujeres","Jun",19
"Jalisco","2004","Mujeres","Jun",2557
"Mexico","2004","Mujeres","Jun",242
"Michoacan","2004","Mujeres","Jun",1161
"Morelos","2004","Mujeres","Jun",1334
"Nayarit","2004","Mujeres","Jun",899
"NuevoLeon","2004","Mujeres","Jun",17
"Oaxaca","2004","Mujeres","Jun",244
"Puebla","2004","Mujeres","Jun",805
"Queretaro","2004","Mujeres","Jun",268
"QuintanaRoo","2004","Mujeres","Jun",7
"SanLuisPotosi","2004","Mujeres","Jun",30
"Sinaloa","2004","Mujeres","Jun",575
"Sonora","2004","Mujeres","Jun",658
"Tabasco","2004","Mujeres","Jun",0
"Tamaulipas","2004","Mujeres","Jun",22
"Tlaxcala","2004","Mujeres","Jun",1
"Veracruz","2004","Mujeres","Jun",15
"Yucatan","2004","Mujeres","Jun",2
"Zacatecas","2004","Mujeres","Jun",199
"Total","2004","Mujeres","Jun",13152
"Aguascalientes","2005","Mujeres","Jun",94
"BajaCalifornia","2005","Mujeres","Jun",5
"BajaCaliforniaSur","2005","Mujeres","Jun",9
"Campeche","2005","Mujeres","Jun",2
"Coahuila","2005","Mujeres","Jun",14
"Colima","2005","Mujeres","Jun",377
"Chiapas","2005","Mujeres","Jun",12
"Chihuahua","2005","Mujeres","Jun",15
"DistritoFederal","2005","Mujeres","Jun",19
"Durango","2005","Mujeres","Jun",441
"Guanajuato","2005","Mujeres","Jun",1639
"Guerrero","2005","Mujeres","Jun",1285
"Hidalgo","2005","Mujeres","Jun",13
"Jalisco","2005","Mujeres","Jun",2349
"Mexico","2005","Mujeres","Jun",310
"Michoacan","2005","Mujeres","Jun",1285
"Morelos","2005","Mujeres","Jun",1363
"Nayarit","2005","Mujeres","Jun",496
"NuevoLeon","2005","Mujeres","Jun",8
"Oaxaca","2005","Mujeres","Jun",208
"Puebla","2005","Mujeres","Jun",720
"Queretaro","2005","Mujeres","Jun",253
"QuintanaRoo","2005","Mujeres","Jun",9
"SanLuisPotosi","2005","Mujeres","Jun",17
"Sinaloa","2005","Mujeres","Jun",299
"Sonora","2005","Mujeres","Jun",471
"Tabasco","2005","Mujeres","Jun",2
"Tamaulipas","2005","Mujeres","Jun",27
"Tlaxcala","2005","Mujeres","Jun",3
"Veracruz","2005","Mujeres","Jun",10
"Yucatan","2005","Mujeres","Jun",2
"Zacatecas","2005","Mujeres","Jun",174
"Total","2005","Mujeres","Jun",11931
"Aguascalientes","2006","Mujeres","Jun",102
"BajaCalifornia","2006","Mujeres","Jun",4
"BajaCaliforniaSur","2006","Mujeres","Jun",7
"Campeche","2006","Mujeres","Jun",4
"Coahuila","2006","Mujeres","Jun",11
"Colima","2006","Mujeres","Jun",420
"Chiapas","2006","Mujeres","Jun",7
"Chihuahua","2006","Mujeres","Jun",24
"DistritoFederal","2006","Mujeres","Jun",35
"Durango","2006","Mujeres","Jun",414
"Guanajuato","2006","Mujeres","Jun",1588
"Guerrero","2006","Mujeres","Jun",1907
"Hidalgo","2006","Mujeres","Jun",15
"Jalisco","2006","Mujeres","Jun",2500
"Mexico","2006","Mujeres","Jun",288
"Michoacan","2006","Mujeres","Jun",1472
"Morelos","2006","Mujeres","Jun",1394
"Nayarit","2006","Mujeres","Jun",631
"NuevoLeon","2006","Mujeres","Jun",6
"Oaxaca","2006","Mujeres","Jun",232
"Puebla","2006","Mujeres","Jun",687
"Queretaro","2006","Mujeres","Jun",223
"QuintanaRoo","2006","Mujeres","Jun",9
"SanLuisPotosi","2006","Mujeres","Jun",37
"Sinaloa","2006","Mujeres","Jun",399
"Sonora","2006","Mujeres","Jun",422
"Tabasco","2006","Mujeres","Jun",2
"Tamaulipas","2006","Mujeres","Jun",25
"Tlaxcala","2006","Mujeres","Jun",1
"Veracruz","2006","Mujeres","Jun",5
"Yucatan","2006","Mujeres","Jun",7
"Zacatecas","2006","Mujeres","Jun",201
"Total","2006","Mujeres","Jun",13079
"Aguascalientes","2007","Mujeres","Jun",109
"BajaCalifornia","2007","Mujeres","Jun",7
"BajaCaliforniaSur","2007","Mujeres","Jun",7
"Campeche","2007","Mujeres","Jun",1
"Coahuila","2007","Mujeres","Jun",10
"Colima","2007","Mujeres","Jun",359
"Chiapas","2007","Mujeres","Jun",16
"Chihuahua","2007","Mujeres","Jun",30
"DistritoFederal","2007","Mujeres","Jun",30
"Durango","2007","Mujeres","Jun",465
"Guanajuato","2007","Mujeres","Jun",1722
"Guerrero","2007","Mujeres","Jun",1704
"Hidalgo","2007","Mujeres","Jun",9
"Jalisco","2007","Mujeres","Jun",2650
"Mexico","2007","Mujeres","Jun",298
"Michoacan","2007","Mujeres","Jun",1260
"Morelos","2007","Mujeres","Jun",1440
"Nayarit","2007","Mujeres","Jun",749
"NuevoLeon","2007","Mujeres","Jun",14
"Oaxaca","2007","Mujeres","Jun",303
"Puebla","2007","Mujeres","Jun",731
"Queretaro","2007","Mujeres","Jun",197
"QuintanaRoo","2007","Mujeres","Jun",4
"SanLuisPotosi","2007","Mujeres","Jun",29
"Sinaloa","2007","Mujeres","Jun",455
"Sonora","2007","Mujeres","Jun",556
"Tabasco","2007","Mujeres","Jun",2
"Tamaulipas","2007","Mujeres","Jun",22
"Tlaxcala","2007","Mujeres","Jun",1
"Veracruz","2007","Mujeres","Jun",19
"Yucatan","2007","Mujeres","Jun",2
"Zacatecas","2007","Mujeres","Jun",209
"Total","2007","Mujeres","Jun",13410
"Aguascalientes","2008","Mujeres","Jun",126
"BajaCalifornia","2008","Mujeres","Jun",4
"BajaCaliforniaSur","2008","Mujeres","Jun",3
"Campeche","2008","Mujeres","Jun",3
"Coahuila","2008","Mujeres","Jun",27
"Colima","2008","Mujeres","Jun",374
"Chiapas","2008","Mujeres","Jun",18
"Chihuahua","2008","Mujeres","Jun",23
"DistritoFederal","2008","Mujeres","Jun",25
"Durango","2008","Mujeres","Jun",497
"Guanajuato","2008","Mujeres","Jun",1863
"Guerrero","2008","Mujeres","Jun",1828
"Hidalgo","2008","Mujeres","Jun",19
"Jalisco","2008","Mujeres","Jun",2762
"Mexico","2008","Mujeres","Jun",384
"Michoacan","2008","Mujeres","Jun",1505
"Morelos","2008","Mujeres","Jun",1433
"Nayarit","2008","Mujeres","Jun",653
"NuevoLeon","2008","Mujeres","Jun",20
"Oaxaca","2008","Mujeres","Jun",311
"Puebla","2008","Mujeres","Jun",754
"Queretaro","2008","Mujeres","Jun",308
"QuintanaRoo","2008","Mujeres","Jun",4
"SanLuisPotosi","2008","Mujeres","Jun",26
"Sinaloa","2008","Mujeres","Jun",390
"Sonora","2008","Mujeres","Jun",393
"Tabasco","2008","Mujeres","Jun",3
"Tamaulipas","2008","Mujeres","Jun",23
"Tlaxcala","2008","Mujeres","Jun",6
"Veracruz","2008","Mujeres","Jun",13
"Yucatan","2008","Mujeres","Jun",5
"Zacatecas","2008","Mujeres","Jun",253
"Total","2008","Mujeres","Jun",14056
"Aguascalientes","2009","Mujeres","Jun",116
"BajaCalifornia","2009","Mujeres","Jun",16
"BajaCaliforniaSur","2009","Mujeres","Jun",6
"Campeche","2009","Mujeres","Jun",3
"Coahuila","2009","Mujeres","Jun",15
"Colima","2009","Mujeres","Jun",464
"Chiapas","2009","Mujeres","Jun",20
"Chihuahua","2009","Mujeres","Jun",37
"DistritoFederal","2009","Mujeres","Jun",32
"Durango","2009","Mujeres","Jun",474
"Guanajuato","2009","Mujeres","Jun",1848
"Guerrero","2009","Mujeres","Jun",2604
"Hidalgo","2009","Mujeres","Jun",14
"Jalisco","2009","Mujeres","Jun",3018
"Mexico","2009","Mujeres","Jun",549
"Michoacan","2009","Mujeres","Jun",1846
"Morelos","2009","Mujeres","Jun",1749
"Nayarit","2009","Mujeres","Jun",799
"NuevoLeon","2009","Mujeres","Jun",26
"Oaxaca","2009","Mujeres","Jun",358
"Puebla","2009","Mujeres","Jun",841
"Queretaro","2009","Mujeres","Jun",260
"QuintanaRoo","2009","Mujeres","Jun",4
"SanLuisPotosi","2009","Mujeres","Jun",33
"Sinaloa","2009","Mujeres","Jun",520
"Sonora","2009","Mujeres","Jun",461
"Tabasco","2009","Mujeres","Jun",3
"Tamaulipas","2009","Mujeres","Jun",28
"Tlaxcala","2009","Mujeres","Jun",5
"Veracruz","2009","Mujeres","Jun",22
"Yucatan","2009","Mujeres","Jun",3
"Zacatecas","2009","Mujeres","Jun",292
"Total","2009","Mujeres","Jun",16466
"Aguascalientes","2010","Mujeres","Jun",152
"BajaCalifornia","2010","Mujeres","Jun",3
"BajaCaliforniaSur","2010","Mujeres","Jun",10
"Campeche","2010","Mujeres","Jun",5
"Coahuila","2010","Mujeres","Jun",33
"Colima","2010","Mujeres","Jun",519
"Chiapas","2010","Mujeres","Jun",15
"Chihuahua","2010","Mujeres","Jun",26
"DistritoFederal","2010","Mujeres","Jun",40
"Durango","2010","Mujeres","Jun",760
"Guanajuato","2010","Mujeres","Jun",2486
"Guerrero","2010","Mujeres","Jun",2875
"Hidalgo","2010","Mujeres","Jun",16
"Jalisco","2010","Mujeres","Jun",3481
"Mexico","2010","Mujeres","Jun",660
"Michoacan","2010","Mujeres","Jun",2112
"Morelos","2010","Mujeres","Jun",1924
"Nayarit","2010","Mujeres","Jun",767
"NuevoLeon","2010","Mujeres","Jun",24
"Oaxaca","2010","Mujeres","Jun",369
"Puebla","2010","Mujeres","Jun",1112
"Queretaro","2010","Mujeres","Jun",458
"QuintanaRoo","2010","Mujeres","Jun",14
"SanLuisPotosi","2010","Mujeres","Jun",33
"Sinaloa","2010","Mujeres","Jun",516
"Sonora","2010","Mujeres","Jun",603
"Tabasco","2010","Mujeres","Jun",7
"Tamaulipas","2010","Mujeres","Jun",40
"Tlaxcala","2010","Mujeres","Jun",3
"Veracruz","2010","Mujeres","Jun",32
"Yucatan","2010","Mujeres","Jun",0
"Zacatecas","2010","Mujeres","Jun",370
"Total","2010","Mujeres","Jun",19465
"Aguascalientes","2011","Mujeres","Jun",134
"BajaCalifornia","2011","Mujeres","Jun",6
"BajaCaliforniaSur","2011","Mujeres","Jun",13
"Campeche","2011","Mujeres","Jun",5
"Coahuila","2011","Mujeres","Jun",20
"Colima","2011","Mujeres","Jun",578
"Chiapas","2011","Mujeres","Jun",19
"Chihuahua","2011","Mujeres","Jun",60
"DistritoFederal","2011","Mujeres","Jun",34
"Durango","2011","Mujeres","Jun",837
"Guanajuato","2011","Mujeres","Jun",2115
"Guerrero","2011","Mujeres","Jun",2809
"Hidalgo","2011","Mujeres","Jun",25
"Jalisco","2011","Mujeres","Jun",3292
"Mexico","2011","Mujeres","Jun",608
"Michoacan","2011","Mujeres","Jun",1946
"Morelos","2011","Mujeres","Jun",1943
"Nayarit","2011","Mujeres","Jun",849
"NuevoLeon","2011","Mujeres","Jun",24
"Oaxaca","2011","Mujeres","Jun",349
"Puebla","2011","Mujeres","Jun",841
"Queretaro","2011","Mujeres","Jun",382
"QuintanaRoo","2011","Mujeres","Jun",18
"SanLuisPotosi","2011","Mujeres","Jun",20
"Sinaloa","2011","Mujeres","Jun",603
"Sonora","2011","Mujeres","Jun",777
"Tabasco","2011","Mujeres","Jun",4
"Tamaulipas","2011","Mujeres","Jun",30
"Tlaxcala","2011","Mujeres","Jun",6
"Veracruz","2011","Mujeres","Jun",12
"Yucatan","2011","Mujeres","Jun",2
"Zacatecas","2011","Mujeres","Jun",263
"Total","2011","Mujeres","Jun",18624
"Aguascalientes","2012","Mujeres","Jun",136
"BajaCalifornia","2012","Mujeres","Jun",2
"BajaCaliforniaSur","2012","Mujeres","Jun",11
"Campeche","2012","Mujeres","Jun",10
"Coahuila","2012","Mujeres","Jun",12
"Colima","2012","Mujeres","Jun",476
"Chiapas","2012","Mujeres","Jun",18
"Chihuahua","2012","Mujeres","Jun",41
"DistritoFederal","2012","Mujeres","Jun",27
"Durango","2012","Mujeres","Jun",617
"Guanajuato","2012","Mujeres","Jun",2154
"Guerrero","2012","Mujeres","Jun",2453
"Hidalgo","2012","Mujeres","Jun",20
"Jalisco","2012","Mujeres","Jun",2765
"Mexico","2012","Mujeres","Jun",465
"Michoacan","2012","Mujeres","Jun",1646
"Morelos","2012","Mujeres","Jun",1353
"Nayarit","2012","Mujeres","Jun",726
"NuevoLeon","2012","Mujeres","Jun",23
"Oaxaca","2012","Mujeres","Jun",288
"Puebla","2012","Mujeres","Jun",719
"Queretaro","2012","Mujeres","Jun",342
"QuintanaRoo","2012","Mujeres","Jun",7
"SanLuisPotosi","2012","Mujeres","Jun",32
"Sinaloa","2012","Mujeres","Jun",561
"Sonora","2012","Mujeres","Jun",740
"Tabasco","2012","Mujeres","Jun",3
"Tamaulipas","2012","Mujeres","Jun",38
"Tlaxcala","2012","Mujeres","Jun",4
"Veracruz","2012","Mujeres","Jun",13
"Yucatan","2012","Mujeres","Jun",3
"Zacatecas","2012","Mujeres","Jun",236
"Total","2012","Mujeres","Jun",15941
"Aguascalientes","2013","Mujeres","Jun",118
"BajaCalifornia","2013","Mujeres","Jun",10
"BajaCaliforniaSur","2013","Mujeres","Jun",1
"Campeche","2013","Mujeres","Jun",4
"Coahuila","2013","Mujeres","Jun",21
"Colima","2013","Mujeres","Jun",449
"Chiapas","2013","Mujeres","Jun",22
"Chihuahua","2013","Mujeres","Jun",32
"DistritoFederal","2013","Mujeres","Jun",40
"Durango","2013","Mujeres","Jun",762
"Guanajuato","2013","Mujeres","Jun",2053
"Guerrero","2013","Mujeres","Jun",2814
"Hidalgo","2013","Mujeres","Jun",12
"Jalisco","2013","Mujeres","Jun",2608
"Mexico","2013","Mujeres","Jun",596
"Michoacan","2013","Mujeres","Jun",1759
"Morelos","2013","Mujeres","Jun",1418
"Nayarit","2013","Mujeres","Jun",751
"NuevoLeon","2013","Mujeres","Jun",10
"Oaxaca","2013","Mujeres","Jun",314
"Puebla","2013","Mujeres","Jun",583
"Queretaro","2013","Mujeres","Jun",299
"QuintanaRoo","2013","Mujeres","Jun",6
"SanLuisPotosi","2013","Mujeres","Jun",24
"Sinaloa","2013","Mujeres","Jun",522
"Sonora","2013","Mujeres","Jun",742
"Tabasco","2013","Mujeres","Jun",3
"Tamaulipas","2013","Mujeres","Jun",43
"Tlaxcala","2013","Mujeres","Jun",5
"Veracruz","2013","Mujeres","Jun",18
"Yucatan","2013","Mujeres","Jun",4
"Zacatecas","2013","Mujeres","Jun",263
"Total","2013","Mujeres","Jun",16306
"Aguascalientes","2003","General","Jul",119
"BajaCalifornia","2003","General","Jul",5
"BajaCaliforniaSur","2003","General","Jul",12
"Campeche","2003","General","Jul",7
"Coahuila","2003","General","Jul",26
"Colima","2003","General","Jul",1119
"Chiapas","2003","General","Jul",21
"Chihuahua","2003","General","Jul",89
"DistritoFederal","2003","General","Jul",30
"Durango","2003","General","Jul",664
"Guanajuato","2003","General","Jul",1626
"Guerrero","2003","General","Jul",2456
"Hidalgo","2003","General","Jul",32
"Jalisco","2003","General","Jul",4421
"Mexico","2003","General","Jul",424
"Michoacan","2003","General","Jul",2750
"Morelos","2003","General","Jul",2830
"Nayarit","2003","General","Jul",1523
"NuevoLeon","2003","General","Jul",76
"Oaxaca","2003","General","Jul",444
"Puebla","2003","General","Jul",1496
"Queretaro","2003","General","Jul",353
"QuintanaRoo","2003","General","Jul",4
"SanLuisPotosi","2003","General","Jul",30
"Sinaloa","2003","General","Jul",961
"Sonora","2003","General","Jul",1222
"Tabasco","2003","General","Jul",7
"Tamaulipas","2003","General","Jul",199
"Tlaxcala","2003","General","Jul",7
"Veracruz","2003","General","Jul",33
"Yucatan","2003","General","Jul",16
"Zacatecas","2003","General","Jul",332
"Total","2003","General","Jul",23334
"Aguascalientes","2004","General","Jul",255
"BajaCalifornia","2004","General","Jul",15
"BajaCaliforniaSur","2004","General","Jul",8
"Campeche","2004","General","Jul",5
"Coahuila","2004","General","Jul",14
"Colima","2004","General","Jul",916
"Chiapas","2004","General","Jul",16
"Chihuahua","2004","General","Jul",65
"DistritoFederal","2004","General","Jul",36
"Durango","2004","General","Jul",602
"Guanajuato","2004","General","Jul",1627
"Guerrero","2004","General","Jul",2289
"Hidalgo","2004","General","Jul",36
"Jalisco","2004","General","Jul",3440
"Mexico","2004","General","Jul",399
"Michoacan","2004","General","Jul",1729
"Morelos","2004","General","Jul",1922
"Nayarit","2004","General","Jul",1530
"NuevoLeon","2004","General","Jul",15
"Oaxaca","2004","General","Jul",346
"Puebla","2004","General","Jul",1208
"Queretaro","2004","General","Jul",343
"QuintanaRoo","2004","General","Jul",8
"SanLuisPotosi","2004","General","Jul",45
"Sinaloa","2004","General","Jul",832
"Sonora","2004","General","Jul",1042
"Tabasco","2004","General","Jul",5
"Tamaulipas","2004","General","Jul",32
"Tlaxcala","2004","General","Jul",6
"Veracruz","2004","General","Jul",14
"Yucatan","2004","General","Jul",4
"Zacatecas","2004","General","Jul",230
"Total","2004","General","Jul",19034
"Aguascalientes","2005","General","Jul",165
"BajaCalifornia","2005","General","Jul",20
"BajaCaliforniaSur","2005","General","Jul",14
"Campeche","2005","General","Jul",2
"Coahuila","2005","General","Jul",24
"Colima","2005","General","Jul",852
"Chiapas","2005","General","Jul",20
"Chihuahua","2005","General","Jul",22
"DistritoFederal","2005","General","Jul",41
"Durango","2005","General","Jul",658
"Guanajuato","2005","General","Jul",1944
"Guerrero","2005","General","Jul",2717
"Hidalgo","2005","General","Jul",22
